corr_YT,corr_YC,corr_TX,corr_TC
0.11937958388350936,0.17049840354220985,0.05202660361340365,0.21093149100988584
0.1697314255091194,0.14638933285693828,0.009790701518900309,0.11741221588000353
0.12420594719060281,0.049497200049265694,-0.011146028777037131,0.24769556516835892
0.18085391363274178,0.15434012093641503,-0.02431975420711285,0.4633952388284409
0.14575783706136183,0.14162925685113223,0.007067137577543153,0.07064308824977289
0.28444481478557093,0.18460869948629888,-0.020824493456584325,0.5521739422953884
0.10895440462867015,0.22420434940582631,-0.015307502408637506,0.1942806085152162
0.14984116590209354,0.19572687300084932,-0.06361862050326098,0.4530817157083044
0.1493063853126152,0.21066143883097074,-0.022641807880511868,0.5156964657971621
0.15537596265024167,0.19579685381524473,0.013902645145087732,0.15070949608498613
0.48723414396992754,0.8002903639141654,0.02366211369392248,0.33852101601081214
0.21247585018499454,0.01762101144974025,-0.013544028992216645,0.36158853821161796
0.34205263434926986,0.41101092918205895,-0.020467867622096705,0.5295591418535691
0.13072009321143613,0.1139465866637783,0.02450309415484802,0.42387828523886373
0.24350589277594692,0.2075104941008349,0.042297701089736635,0.050562375814881697
0.09186573418830299,-0.02635313060150341,0.03791804654503771,0.3673011706639946
0.07436717847703188,0.04121643349758275,-0.02115367898403515,0.29808896808060437
0.18942518953202803,0.13046438089170886,0.04343599690373131,0.20632872029555624
0.19804989950753527,0.17894288882277953,-0.018469848732522193,0.45970837077511295
0.15594486413072223,0.12447575444693865,0.04491331440311487,0.40637982339359124
0.09326065688137289,0.06412870792086747,-0.043032431738507355,0.44824082910046636
0.16927436121729908,0.1290443956521728,0.010288847839010035,0.3286918984705024
0.18288740705367498,0.1851158750689024,0.001569549036113881,0.5456016688534987
0.24470790861625324,0.14292435550542593,0.0009279788844326698,0.3460828701749759
0.13377080328368157,0.23314188519669315,-0.024506077819921073,0.5195743628210736
0.173864537718448,0.16132096508893795,0.022038269284905192,0.442364530015084
0.15762853613058464,0.13335117819886919,0.024261558411809565,0.4358292382713353
0.12495102485567804,0.12151350045251248,0.02948907524490898,0.3615597790771461
0.14568645603207217,0.1110880158745228,-0.04888853591912812,0.5323680868486875
0.14578901599785216,0.2362770081611284,-0.004794953223858842,0.1654822927053407
0.21616744720104292,0.1769587994922725,0.13006402319009733,0.35018020677642137
0.16995514937115777,0.03276774755638431,0.03499729816732852,0.1675795455897542
0.2000803907696394,0.141525968277393,-0.014980318342566516,0.2035937501605195
0.32806919742908014,0.391317162879658,0.013832649111305238,0.48194610036006297
0.0919278537614143,0.17132712286510632,0.0027421614118609133,0.15335436915475248
0.2511655567906469,0.293602904643751,0.03109813269399038,0.43761322190734786
0.21771509013505133,0.141780030278851,-0.04260750398587557,0.565029626774612
