corr_YT,corr_YX,corr_TS,corr_YS
0.12053444885651433,0.4662257483839893,0.3033902131562545,0.19773092716415802
0.06617750325103901,0.7764246564086298,0.05530520602815288,0.23003786818723287
0.15040754360954522,0.35872511918979444,0.23959945315369324,0.14680571128987407
0.14431092948478505,0.2600640307895352,0.2557977124529033,0.2939210049454719
0.19525270563691194,0.1426967553642,0.4636756003268285,0.2622812110380246
0.09837572289346633,0.6677999878775964,0.2908536332806781,0.15612672748380702
0.10554834967390535,0.7563375031180999,0.2138999776533743,0.23109388549516774
0.13575151954745676,0.7104610545145136,0.09228567795183731,0.21717345927211915
0.029894717575000403,0.8703415408487595,0.38234747319960605,0.06509354301601222
0.2276155636746423,0.4911815667649606,0.07250566414249154,0.3884829180248436
0.11271631718701258,0.45411347928673024,0.41456596790547884,0.14865670187604293
0.10095915806642665,0.6986776613894334,0.2425336678462762,0.17471676662459756
0.15049263849722588,0.7812983936509307,0.3594886491318885,0.1645154905417055
0.10971266900569504,0.8514153582233053,0.15601469603218993,0.18818142941263932
0.09589597070943073,0.7624982645436884,0.43056739577817554,0.15341220257388757
0.1931487954909883,0.47384322142296104,0.3693331249631885,0.2017922040352914
0.15421848203162364,0.6561332264116639,0.28377643340307734,0.233846081425444
0.11274618907808903,0.6381349243228874,0.25414976477210977,0.21669483916457233
0.12631089329002076,0.7131037418790024,0.25690103421020943,0.1544879374974162
0.1162430261841623,0.6798772287400066,0.29083069968729164,0.12374877891457994
0.12394305625080938,0.5164818670825753,0.39736295273766675,0.1346853850756411
0.08279044049836984,0.8167293700853124,0.40125937849240023,0.14888096048314592
0.22428377440655284,0.7299635869389757,0.02278973350415405,0.35882163722237775
0.18241564686175746,0.7418377278041521,0.4557529465143023,0.2341411446781444
0.11398270879850228,0.6882641482902531,0.19154920840201578,0.11897947624314556
0.12076393230956348,0.5373077230707097,0.1307251420244472,0.15413605445565184
0.0852290093960375,0.725627472804732,0.15518538848121774,0.21389553578672751
0.1360288530491719,0.5599524011267549,0.3617250995885323,0.1644320002717199
0.08691209992131863,0.6337399702540873,0.09860117142610703,0.2707520510214451
0.10864900197417568,0.7723581873938512,0.12812208678751535,0.09583533927645499
0.17243401164448657,0.7102211338087896,0.29772729039430035,0.2763635755304933
0.08215410371194895,0.7478993712937417,0.18024751827930868,0.22035924472393398
0.09211588680210463,0.8655718338842275,0.1418376097951991,0.2726618193417747
0.13538656129585958,0.49451118645730074,0.3312800474385179,0.24951778061720414
0.09928992450962634,0.6407511609660723,0.027663668821694454,0.16194486052293422
0.24747880173255715,0.7058057761700658,0.22067349183526264,0.2908377997831403
0.10242655392206304,0.6854911651144869,0.35758980961080034,0.2152558581147791
0.13536785964044912,0.4449623990844922,0.18220686607526465,0.199814426826787
0.14769867404598386,0.7052493481316584,0.3856405567567591,0.2310577681613767
0.14960166725381052,0.4273704270144719,0.3389506499849495,0.21340077727171416
0.15148443725792715,0.6971684168173967,0.06562974596452302,0.2511042082338632
0.08683801344289184,0.7011446449160694,0.4401564236042671,0.16755380602674577
0.1933455109737786,0.7817226198286746,0.3436444153739534,0.2621889654112657
0.13696387248315223,0.7260213612485218,0.168160454823325,0.23103789484295334
0.08770776993378314,0.7508646914613386,0.37777358209853906,0.2208528613591336
0.2517697887990627,0.5514862910844603,0.17673430001185603,0.40462944960888475
0.16677525399595522,0.5068785124235546,0.16018085195540205,0.21242222905911434
0.09525832108948555,0.6884961906862883,0.3754191541320382,0.13439720647587028
0.23028857211740913,0.5906459618974798,0.43829080891303807,0.27348559120639127
0.06615825242277909,0.8016962302885275,0.32893380684198736,0.18007336822189143
0.10492998837474955,0.564120455240226,0.07332740338603715,0.25186248423101365
0.023322419689544335,0.8208024847795524,0.05807072668098876,0.14056218801933734
0.15607575754570374,0.3914099576650526,0.42460600615653904,0.14662669762422115
0.16198651001652642,0.7256810251105554,0.16281769618783903,0.330618212401705
0.2777970736106731,0.4274590947531539,0.2021940975400443,0.366250770748234
0.19296297043220922,0.626387332960683,0.442787264040029,0.22490764370619992
0.1962198855482787,0.5419639021246357,0.0356070695624702,0.2872935324116731
0.07793639431740289,0.6911511575165092,0.2896939662351653,0.13162074085754005
0.16628490064421297,0.7740855561785893,0.40482870240001645,0.1817736784576854
0.2308239045018213,0.7659519185375621,0.18521283809781747,0.2646778082670169
0.12266185220306589,0.6942577444243591,0.4121620094410197,0.18945379901177473
0.22411558957164135,0.10997540503927107,0.33177000311165733,0.29482443321488133
0.1828035659427028,0.7487400580092246,0.42302686217698826,0.28559524744019826
0.13575698230225303,0.732698768087544,0.1625559733267882,0.19996314570799933
0.17580989078493758,0.5835712815196339,-0.041487833873948665,0.38029124898208316
0.15045654851990523,0.6762004272820745,0.059498979084500914,0.25666949083512774
0.08827458675781613,0.631684375443337,0.01206006750382174,0.19738253715563875
0.2282687851548012,0.3343990736354048,0.06610934862559645,0.3978157465451882
0.1612007375377742,0.3853030796192996,0.06576459857714725,0.18032814458230023
0.049875699480260584,0.21418250885663534,0.33938048018140243,0.15107742956411746
0.1312930078927007,0.30255884654058646,0.43735341001222006,0.17606445840802726
0.060868134343337696,0.5789609065437464,0.10201940043091334,0.26323608964375883
0.13593465241552805,0.6004786709669303,0.018850373936275915,0.2584305778627275
0.17299153722139787,0.5773406785677133,0.3242044943825836,0.25392009625307743
0.1532330502217843,0.7576325628506994,0.1434658054640872,0.14856388629294615
0.12064890080787405,0.7204332748576103,0.2027729814555943,0.16906674092011173
0.09444157060068441,0.7622629056218939,0.32363954001249673,0.15799230506216827
0.13435444029975085,0.8038959351013992,0.28725508450546977,0.1944530753481769
0.016828232018522987,0.7901589127526336,0.35784663042928155,0.03988006308663212
0.07744310596714452,0.8060183322412071,0.32957086425293114,0.08924619667674778
0.13871566391432716,0.5230509176597973,0.05117476161235497,0.30330713466529613
0.09285586213261597,0.6069259092209203,0.08347587696189063,0.1688976034211604
0.18260606636705343,0.6168893717079476,0.33924680765786386,0.24961186716230346
